I'm at 広島広域公園 補助競技場 http://t.co/1GTQldUaOD
サンフレ携帯公式の試合レビュー見ながら、みながわくん…！と思ってる みなくんにはとても期待しているしきっと期待に応えてくれる選手だって思ってます！！
網戸のすぐ向こうで蚊が二匹飛んでて、そんなに美味しそうかわたし…って思いながら見てる
http://t.co/SPcymW0dRH
ボランティアとか行けない焦燥感はずっとある せめて募金して、あと広島に行ってお金動かすのにちょっとでも参加できたら、と
久々に模写っぽいことしたらいつも以上に描けなくなってたから自戒のためにうpしておこ… http://t.co/4fQgEaDQqJ
ねむたさある
RT @Ithikawa_ykhm: ｱｱｱｯｗｗｗｗｗｗｗｗｗｗｗｗｗｗ猫でもわかるC言語を借りてる人がいるｩｳｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗあの人は数時間後猫の知能に驚愕するﾌｯﾌｩｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ情報系でな…
&gt;RT 猫すごいなー http://t.co/N2aShTCfdY
落書きマンと化してる 無駄な線が多くて丁寧さが足りない http://t.co/t5TSvM2l4M
@layheofon うさぎかわいいようさぎhttp://t.co/HGbHLH576Y
@layheofon 実家の子です
@K00TA うさぎ様でこーたさんが釣れた…！
@K00TA さんちぇをうさぎにしましょう
お腹いたいときに正露丸投げてくれる方 RT @koudakei: #フォロワーさんがすごい雑に紹介してくれる  ﾁﾗｯ
@K00TA http://t.co/lz02fN3u0W
@K00TA ウサギを除いてこーたさんを紹介できませんでしたごめんなさい
サンフレ携帯公式見たら青ちゃん帰還の報があって高まってる
最近ずっと眠たい
カナタと限りなく透明な果実対バンするのか…！
@layheofon カナタのCDでたの(無知)
最近の音楽に疎すぎる シロップ新譜の発売日を今日知るレベルです 出るのは知ってたけどいつかは知らなかった
RT @captains_kizu: 傷彦は  「エゴサーチ」って言わない。  「自分探し」って言う。 http://t.co/qB86TbhZBl
@layheofon ほほう
める選手は『鹿児島実業高〜中京大〜インテルナシオナル〜エスパニョール〜リバプール〜引退』というサッカー人生です。 http://t.co/xHKl6O1FnP 海外…？
ACLユニ買う→みんなJリーグのユニ着てて羨ましい→Jリーグユニ買う という過程なのでコンフィットT買ったことないのだ
@souegg2 Jリーグで実績積みたさある
未だに6月の余韻で生きている感じはある
Angel's field/TheSpringSummer #nowplaying 千回の祈りと千回の痛みを君にあげるよ
スプサマのこの曲すごい好き…
RT @maycat: Wikipedia！どうしてそんな事書いた！言え！ #大橋彩香 http://t.co/xBzVANKVLY
RT @wasei_kazutoshi: 花火は口にくわえると熱い(こなみかん) http://t.co/1dveM9FJsF
は、はーばなーin…！
やっぱりちゃじさんスタメンや…
@souegg2 サッカーです、サンフレの茶島選手ですー
水戸ちゃんに勝ったー！おつかれさまでしたっ！
結果しかわからんけどこーたさんのツイート見る限りいい試合ではなかったのか
試合経過気になるのを抑えて無心で茶を立て花を生けてた(おけいこ)
次いつどこと当たるの天皇杯
@K00TA うーむ 勝ってもそういう試合だともやもやしますねえ
天皇杯まだ場所はわからないっぽい？ とはいえ大阪だったところで定時退社きめても着くの19時過ぎるからな…
@layheofon わしもじゃ
@layheofon 眠たくて眠たくて震える
@layheofon ねむたくて！ねむたくて！ねむたくて！つらいよーおおー！ byめーるでんぼんばー
@layheofon 我ながら冴えてるなと思いました(酔ってる)
@layheofon ふぁぼきづきませんでしたつらい
@layheofon 本気で酔うとAKBとか踊ったりできるのでまだましな方です(白目)
@layheofon 今度飲みに行きましょう(はぁと)
父親と行ったスナックで、見知らぬお客さんの歌えなくなった恋するフォーチュンクッキー(たぶん1番とサビしか知らなかったんだと思う)の残り部分を振り付きで歌ってた気がする(2割くらいしか記憶ない)
@layheofon れいさんよりはわたしの方がお酒強い気がします(はぁと)
@K00TA き、黄色い熊…？？
@layheofon よっしゃ
@K00TA 間をとって千葉ちゃんのお面にしておきましょう
@layheofon わたしが最近の曲を知ってると思ったら大間違いだぞ？最近レパートリーに津軽海峡冬景色が増え、松田聖子とTHE ALFEEを練習中である
@layheofon 最低でも共倒れを目指す
@layheofon し、四捨五入したら…
@layheofon れいさんが酔いつぶれてわたしだけが生き延びる
@layheofon 九州のひとってお酒強いイメージがあるのですが
@layheofon というかれいさんとそんなに飲んだことない
みずくんみなくん日本代表選出おめでとうございます…！
定期性も定時制も提供できるのだが、なにぶんパソコンとネット環境が、ない
みながわくん日本代表選出に気をとられてアイカツの時間忘れかけてたあぶない
みながわくんが千葉ちゃんにフォローされたのも日本代表選出故か…！
今月のモバイルデータ通信が月曜早朝に7 GBを越えてしまったためみなくんの動画インタビューが3秒おきくらいの頻度で止まってしまうつらい
【永遠の0 (講談社文庫)/百田 尚樹】を読んだ本に追加 →http://t.co/v86KBoAUK5 #bookmeter
みなくんがんばってくれーーらくがき http://t.co/dY34ZCa6L4
@layheofon ねろ
@layheofon まあそのうち寝れるでしょう
煤…？
@ikechoutan おめでとうございます！
タップミスと予測変換による誤字多すぎ辛い
@layheofon にんげんいちにちふつかねなくてもなんとかなります
@layheofon 寝なきゃ寝なきゃで焦るよりどうにかなるわって思ってるくらいの方がたぶん寝れる
@layheofon 目閉じて寝転がってるだけでも少しはましになると思いますよ
@layheofon そのとおりですwww
水戸戦の試合レビュー読んだ ゴールのシーン見たいので公式さんハイライト動画upしてくれませんかね…ちゃじさん…
RT @sanfrecce12: 【toto情報】コラム：いやあ、サッカーって本当に何が起きるか… http://t.co/HKeimLrBBG
RT @onetrapofficial: 【onetrap作品関連情報】 本日放送のアイカツ！で「ハートのメロディー」が初オンエアされました♪ 第97話『秘密の手紙と見えない星』 「ハートのメロディー」  作詞：神田怜鴎  Drums：張替智広(HALIFANIE) 今後も是非…
ドラム張替さんだったのか…！穏やかじゃない！
RT @fujimula: 北海道のいわた書店の一万円選書が面白い。最近読んだ本のリストとプロフィールを送ると、本好きの店主がオススメ本を詰め合わせて送ってくれる。Amazonのオススメとは違う、人間的なオススメシステム。 http://t.co/klNNokegJa
RT @tkjsp: 大学一年のサークル入りたての時の話  先輩「どんな音楽好きなの？」  俺「Jimmy eat worldとか好きです！」  先輩「じゃあ今日からお前のあだ名、ジミーね」  俺「！！？」  1ヶ月そこらであだ名消滅しました。 SUM41とか答えてたらサムって…
&gt;RT 時雨好きって言ったがゆえにサークルの女の先輩方からみよこって呼ばれた過去を思い出した
@gog0tea なかやま？？？わかんない
@koudakei おかえりなさいませおつかれさまです！
えばんげりおんは録画してる 来週も録画してまとめて見る…
RT @kthemusicgirl: 導火線と意見のラジオを聴いて、最近の曲はこんな感じです、と言いたくなり…。Lizard or Poseidon (edit)  https://t.co/Dk4KudKTcI
RT @kthemusicgirl: ちなみに、現在saund cloudで使用している写真は、ネイシさん（@ooyso_）が3月のめるさんイベント＠BANQUETで撮ってくださったものの一部を使わせてもらっています。暗いような明るいような、熱いような冷たいような感じが、我々に…
おきた
@Chris9th おはようございますー！
@gog0tea 理解した
I'm at 大和八木駅 (Yamato-Yagi Sta.) in 橿原市, 奈良県 https://t.co/tvNtea4mNR
I'm at 橿原神宮前駅 (Kashiharajingu-Mae Sta.) in 橿原市, 奈良県 https://t.co/rfv5AQaubo
I'm at 橿原神宮 in 橿原市, 奈良県 https://t.co/oKO41uApWV
まにあった
トリキなう！ http://t.co/78JHPETzK5
みながわー！！！
@naranohito おつかれさまでしたっ！ありがとうございましたー
ねむたい
今日わかったこと：サンフレの選手の背番号言われたら選手名だいたいわかる
ロワ今日でおしまいとか早くない？ ドリフェスミニチームは自動配属でいいや sideMは倦怠期なので休職中
奈良さんは乗り過ごさず無事帰りついたのでしょうか
しおさんとみなくんの試合後コメント見てめっちゃ笑い堪えてる
きたくした
RT @nanshiki_bb: 50表 中京先制！ 無死満塁から2番後藤の右二塁打 続いて内野ゴロの間に追加点！ 50表終了 中京 3-0 崇徳 000 03│3 000 0│0
50回にきて試合動いたよう
RT @nanshiki_bb: 50ウラ終了 試合終了 4日間に渡る試合に終止符 中京 3-0 崇徳 000 03│3 000 00│0
おつかれさまでした今日の決勝もがんばってくださいなのですよ…。
@morghenrate おはようございますー
たけるさんに、14の頃からバーガーナッズ聞いてましたって伝えてきた…ショピンのライブで…！
おなかいたくてつらい せいろがん飲んで大ましになったきはするけど
チャジさんスタメン！みなくんはベンチ入りしてるぞw
RT @PLAIN_Viola: 茶島先生、シャドー追い越してボールプレッシャーして「もっとライン高めに」というジェスチャー。キャプテンマーク巻こう
そろそろリーグ戦出よ？？？
解散！？ #aikatsu
予想はできてた #aikatsu
アイドルよりガーデニング #aikatsu
あかりちゃんの目がめっちゃきらきらしてる #aikatsu
かけ声で輝け！ #aikatsu
RT @sanfrecce_SFC: Ｊ１リーグ第２３節ｖｓ．ガンバ大阪【スタメン】ＧＫ：林、ＤＦ：塩谷、千葉、水本、ＭＦ：清水、青山、森崎（和）、山岸、茶島、高萩、ＦＷ：皆川【ＳＵＢ】増田、ソッコ、柴崎、柏、ミキッチ、森崎（浩）、佐藤　#sanfrecce
チャジさんスタメン！！！かえったらおせきはんたこう！！！
きてよかったああああああああああああああああああああああああああ
今日は25番ユニです！！！！
RT @PLAIN_Viola: 今日のスタメン  タクト←ずっとＧＫ ミズ←ずっとＣＢ 千葉ちゃん←元ボランチ シオ←元ボランチ ギシさん←元ＦＷ アオ←ボランチ カズ←ボランチ 航平←元ＦＷ 洋次郎←もともとボランチ 茶島先生←もともとボランチ 皆川←Ａ代表Ａ契約ＦＷ
RT @K00TA: 意中の人がスタメンでお赤飯を炊こうとしてる人がこちらになります(｢･ω･)｢ http://t.co/Tx66aL9uQs
ちゃじませんせいー！！！
負けたのは悔しい  だがチャジさんはとてもよいかんじだったとおもいます
体力あんまないからセレッソ戦は途中で何度か座ってたんだけど今日はテンション上がってたのか立ちっぱなしでいられた
ちゃじさんとみなくんのときだけめっちゃ声出てたらしくて自分の分かりやすさに笑うしかないな？
@K00TA おつかれさまでしたー。ありがとうございました！
@asawochan おはやおございます！フォローありがとうございます…！昨日は敗戦残念でしたね…。
@gariben824 こちらこそありがとうございます頑張って行きます！！
汁なし担々麺食べたことなくて最初に混ぜるの知らずに食べてたらスピーカーの方が教えてくださいましたありがとうございましたおいしかったです！！
(波)のMCできゅうりっていってたからきゅうりも食べてきたおいしかった
@gariben824 めめさん！とても楽しかったですありがとうございましたー！！次は踊れるように覚えて行きます！
RT @gariben824: ありがとぅ。めるたそも是非、次回わ最前列で！(･言･｀)★爆 RT @mel________27: @gariben824 めめさん！とても楽しかったですありがとうございましたー！！次は踊れるように覚えて行きます！
崖に上るのもアイカツ #aikatsu
2wingsの勝利！！！ #aikatsu
ゴールはスタート！ #aikatsu
前日練習みにきました！！！
ついにユニにサインをもらった！！！
いちごけずり～ http://t.co/vyrw0EoQpj
ごーとぅーまほふぇす(再)
西島さんエンタテイメントじゃよー
西島先生「まほふぇすはどこで知ったんですか」私「ちょうど通りかかって…いま広島に住んでなくて明日サッカー見るために広島きてたんです」「でも西島先生の漫画は前から読んでて…ファウストで知ったんです」先生「おー、そんな前から。セカイ系！」みたいなお話をしました(嬉しい)
通りかかったは正確ではないけど大体そんな感じだから…。世界の終わりといずこねこもセカイ系らしいので気になります見たい
RT @kthemusicgirl: 最後は、黒い犬の飼い主へ　ブラックドッグに飼い主などいるものか、と言わんばかりに、いつになくドスの効いたお歌になっています。 http://t.co/PS303E2uqv
RT @kthemusicgirl: もう一つは、ライブ以外では初のお目見えとなる Douglas Kaien という曲です。クーンの息子のつもりで、シュペルターに搭ったつもりでお聞きください。 http://t.co/yXFIBmnuYS
RT @kthemusicgirl: ということで、新曲を早速公開してみました。 きらめきにしす　という曲と　eyes wide shut　という曲です。曲もタイトルもアナグラム的だと思います。 http://t.co/8nWpiLNYgY
RT @tkjsp: 【明日！】 9/27(土) Teenagers Bloody KillinG presents 「2004-2014(10th anniversary one man gig)」 @渋谷乙 open11:30/start12:00 ￥1500＋1d  開場…
ブラキリ楽しみですおやすみなさい
@tnkmso_x ありがとうございます！たのしみにしてます！！
あかねさんもブラキリワンマンいらっしゃるのか！！
@into_7 あかねさーん！お会いしたいです！待ちに待ったブラキリワンマン！！
@into_7 夜行バスで来て新宿なうです！
またブラキリワンマンでお会いできるのうれしいです！ RT @into_7: めるさんとあかねさんを繋いでくれたのもブラキリでした。
広島呼ばせてくださいもにょもにょ、とは2、3年ほど前からおこぞさんに言ってたから広島いる間に実現できてよかったなあと。それで人とのつながりも増えてほんとにありがたい。
つきました http://t.co/HEEZ7a575d
きました渋谷乙
さっそくのみます本日のオススメ http://t.co/5GTNYGADKT
ブラキリ聴き始めたときは「絶望だけじゃねえよ！」とか言うようなバンドだとは思っていなかったのですが、今はそういうこと言って歌うブラキリが凄いすきだなあと改めて思いましたいいバンドだ
生徒会長！？ #nitiasa
会長が王子さまだったのか…？ #nitiasa
デザイン最初から考えとけよ… #nitiasa
プリキュアにふなっしー出んの… #nitiasa
絵が安定してない #nitiasa
ナマケルダさん～わたしも誉めて伸ばしてくれ～ #nitiasa
ビジュアル系バンドやってるナマケルダさんめっちゃ見たい #nitiasa
吉田にファンサにいったら多分現世には帰ってこられなくなると思っている でも一度は行きたい
RT @FIFI_Egypt: 勇蔵くん、あなたが私の勇気でした。この仕事は応援も、批判も受けて立たなきゃならなくて…私はそれを独りで受け入れるほど強い人間ではなかったです。あなたの勇姿はそんな私をいつも支えてくれました。側で支えてくれる存在、私にとっては息子ですが、あなたがそ…
FIFIさん…
あかりちゃん！！！ #aikatsu
新OPかわいいぞよ～～ #aikatsu
氷すぐとけそう #aikatsu
やはり登るのか…崖を… #aikatsu
ピコピコしててかわいい！ #aikatsu
みんなでアイカツ！ #aikatsu
こんかい全体的にピコピコしてていいと思います！！ #aikatsu
ゆうゆう人間できてるなあ… #nitiasa
ごはんがなければおかしをたべればいいじゃない！ #nitiasa
ごはんもおかしもおなじ…？ #nitiasa
ごはんへのイノセントなおもいが #nitiasa
ふなっしーですらライトふってるのに大人はライトもらえないからつらい
RT @ikani_ba: 昨日は板木さんの誕生日でした。 そして2年前の今日はFUSIONでした。 http://t.co/88om8C5StU
板木さんおめでとうございました
おしまい
風邪が治ったと思ったら復活してきてる
自分の面倒くささに改めて気付いた
朝って吉田行くから風邪治して気持ちあげてく
@sakifta そういうわけでもなかった
@mymp0625 遅ればせながらフォローありがとうございます！最終節行きますよー、お会いしたいです！
移籍とかそういうのはもう公式さんからしか見たくないなあ
今シーズンの観戦　●○△○△●○●●
仙台戦勝ってくれると勝ちと負けが追い付いてうーん五分五分って感じで終われるので勝ってくれ
自販機のおしるこチャレンジしたことない
@repsychepsyche 見かけたら挑戦してみます！
職場の自販機におしるこくれって思ったけど事務所におしるこのにおい漂うの想像したらつらいのでやっぱりいいです
コーンスープのにおいがすると思ったら隣で先輩が飲んでたことたまにある
@mementomori24 炊きたて白米のにおいはわたしの職場でもするけどそんなはずない……夢なのか……
あっ日曜に受けた試験自己採点したら8割あったから受かってるっぽい（合格は7割以上）
ちばちゃんだー！！
誰かに（独神の）引導を渡します　ｗｗｗ
社長に余興をお願いする千葉ちゃんｗｗｗｗ
【特等添乗員αの難事件III (角川文庫)/松岡 圭祐】を読んだ本に追加 →http://t.co/Zvclk6kWsf #bookmeter
@K00TA そうなんです…？
ねる
モラル低くならんように気を付けたいですね自戒
@K00TA 敬意のない話ですねぇ…。
吉田へごー
屋根が雪で白くなってるゾーンにはいってきた
さしいれ？おみやげ？を夜行バスの上の棚に忘れたことに今気づいたかなしみ
ゲーフラはだいじょぶかながくぶる
？？？
！！！
ちゃじさんに声かけられなかったマンだよ～呆れてくれ～
千葉ちゃんには声かけれるし「三重からきました！」とかも言えるのにな…
ガチャガチャ第5段なかったんですけど！！！ 試合当日はあるかなあ、
環状線とても混んでる
【セーラー服と黙示録/古野 まほろ】を読んだ本に追加 →http://t.co/0kV0LGd3wh #bookmeter
@Megu_sanf こちらこそありがとうございました、無事帰宅いたしました。初吉田楽しかったですー！
きたくた　あったかいもの食べて寝よ
RT @sanfrecce_SFC: 好評につきまたまたやっちゃいます!! 　１２月６日（土）ベガルタ仙台戦で、『サンフレッチェ広島ガチャガチャフェスタ』イベントを開催します！　http://t.co/Kb4h3dcG8p　#sanfrecce http://t.co/VZsC…
ガチャガチャフェスタの対象商品じゃなくていい、ただ缶バッチの第二弾（ガチャとしては第5弾か）がエディスタにあるかどうかそれが問題ですよ
ひなきちゃんと握手したい #aikatsu
入り待ち出待ちはマナーが大切 #aikatsu これ今日のアイカツ格言でいいんじゃないか
アイドルのにおいｗｗｗｗ #aikatsu
穏やかじゃない！ #aikatsu
ファンもアイドル大事にしなきゃだしこれアイドルに対してだけじゃないからな（自戒） #aikatsu
アイカツは真理
美月さん浮いてなかった！ #aikatsu
笑顔でつながる！ #aikatsu
バスケで疲弊してる
カッコーの巣の上で/the cabs #nowplaying
疲れた体にキャブスがしみるぞい
誰が何を言っても私は終わってほしくはなかったよあのバンドに
出た、オリーブオイル！
RT @sanfrecce_SFC: １２月６日（土）から、ガチャガチャ第６弾『ハートキーホルダー』を販売いたします！　http://t.co/oDg9OKCnF8　#sanfrecce http://t.co/kHtA7soevk
サンフレがまたぼくの射幸心を煽りに来ているので明日は25番出るまでガチャガチャ回してると思います
@Megu_sanf きましたねー。写真も新しいものではないとわかっていつつも回してしまうのです……
サーモマグもほしいけど持っていくとこ職場しかないし既にマウスパッドがサンフレので年明けたら卓上カレンダー置きたいからこれ以上揃えると？？？ってなるな？　誰も気づかないけど鞄とストールもサンフレグッズで通勤してるし
（広島住んでたら、サンフレ好きなんだなですみそうだけどここは三重県です）
お仲間めちゃ増えた！やった！ http://t.co/y9HJGvUQAB
ありがとう一周年記念の石プレゼント
荷造りしたら上着が入らなかったんだけどどう考えても必要なので別のバッグに入れる……
夜行バス乗ったぞ！おやすん
声がでない(広島着)
@Megu_sanf おはようございます！朝だから声が出にくいだけで、エディスタいく頃にはバモバモ言えるようにはなってるかと！
@Megu_sanf 同行のお兄さん次第なのですが、だいたいタスキのある辺りかその近くで見てますー
アイプロメモリアル前編、今日までだから表だけは全員走りきった…！
一時間以上スタだけでぽちぽち走ってた
新潟は中止かー
【傲慢な婚活/嶽本 野ばら】を読んだ本に追加 →http://t.co/3O772pbX1q #bookmeter
V-pointで2kだけ回してからいこう
公式にはV-pointにもあるって書いてるけどないぞ新ガチャ？？
キーホルダーガチャ15回目で勝利しました
缶バッジ17か18回目で勝利しました
@naranohito 今日はガチャ回しに広島来たので…
@K00TA 無事勝利できました！！
お茶漬け美味しいけどもらった時点でちょっと冷めつつあった
RT @kwskf0912: 新幹線で遠征したのに、中止って何だよ！っていってるサッカー界隈の方。 アイドル界隈では、遠征して会場に行ったら、推しメンが体調不良で不参加とか、解雇になってたとかよくある話です。
ホットワインが冷えたからだに染みる
雪降り始めましたエディスタ
寿人さんはあの日の怪我かしら？
@naranohito 毎回結構回してるんですがそういえばみなたそには一度も遭遇したことないです
だけ、でもないかもしれんが
テント裏でひなたぼっこしてる
風邪悪化にてエディスタ離脱。暖かい電車のったら大分落ち着いたので夜行バスまでネカフェでぬくぬく寝てよう…。
勝ったのか！
ガンバおめでとさん！
セレモニーでゲーフラ掲げたかった…
肝心なときに熱出すの高校の修学旅行2日目からかわってないな！
風邪薬と解熱鎮痛剤を栄養ドリンクで流し込んでちょっと寝たら大分復活しました
これで夜行バスでかえれるぞい！
@K00TA エディスタ入ったくらいでは元気だったのにどうしてこうなった、ですわ…ありがとうございます、そしていろいろとすみません！
おこのみやきたべてかえる
@Megu_sanf お疲れさまでしたー！また来シーズンにお会いしましょう！！
@kinako_daizu00 ありがとうございますー、ゆっくり休みます。セレモニーで茶島ゲーフラ掲げられなかったので来シーズンには…！
@yukanaosumi ありがとうございますー。今回は単純に寒さが堪えました…。
@K00TA ありがとうございます、また来シーズンに！その際に昨日の忘れ物回収させてくださいなー。今度はもっと暖かいときに吉田行きたいですね！
どうせなのでプリキュア見てから寝よう（今帰宅した）
#どうせ神が悪い
せいじくんに報われてほしいだけの今期プリキュアだった
どう考えても倒すべきはブルー
ブルー倒してみんなで幸せになろ？
ブルーは謝れ
@koudakei 今後もブルーは変わらないという可能性について
@koudakei その予感しかしません……
せいじくんがんばってくれーーー
RT @koudakei: そうか。幼女に「こんなクズ男に引っ掛かると大変な事になるよ」というメッセージを製作サイドは伝えたかったのか……！ #とにかく神が悪い
おきた
@koudakei おはありでござりますー
@K00TA おはようございますー。シーズン前…2月ってもっと寒い頃では…？キャンプ行ってみたいなーとはなんとなく思っております
@K00TA それがあった！！行きたいです！！
熱はかったら35.6度だったのでとりあえず安心。
@kinako_daizu00 来シーズンは共に掲げましょう茶島ゲーフラ！
@kinako_daizu00 わたしもきなこさんのゲーフラ楽しみにしてますー！
うとうとしてたら山形昇格してた。遠い、、、。
山形いったことない
@n_atsumu おめでとう！！！
RT @quallaina: 【拡散希望】 nekonekkokonekoというバンドでは、現在ドラマーを募集しています。詳しくは画像をご覧ください。視聴はこちらからできます。 https://t.co/Qi4J6smEhI よろしくおねがいします。 https://t.co/…
@naranohito のみたい
@naranohito エディオンスタジアムのあまりの寒さに風邪を引いたのでお酒飲めないんですよ……（お酒飲むと風邪薬飲めない）。来月は昼間から全力で飲めるよう体調整えときます！！
RT @mactkg: 駅の自動改札、残金不足でゲート止めると流れが止まるので、床が開くシステムに変えて欲しい
移籍云々に関しては公式からなんか出るまで何も言うつもりなかったんだけどこれだけ。ぼくが初めて名前覚えたサンフレの選手は石原さんだからサンフレの石原さんでいてほしいんですよできればずっと。
サンフレの選手全然知らずに行った去年のホームベガルタ仙台戦で点入れたの石原さんだったから、「いしはらー！」「「なおきー！！」」のコールで、（ほう、あの人はいしはらなおきというのか……）と覚えて帰ったという次第でありますゆえ
ぼくサンフレサポになって1年と2か月くらいの新参ですので……
こーたさんにガチって言われたけど全然にわかサンフレサポですよ……
ガチって言ってくる人にふぁぼられた
RT @lightly_pickled: うまくジェネレーターで処理してもらえる画像が見つからなくて悔しい http://t.co/QSscC3nJmC
たまたまなんちゃらいんざてれびのファンの先輩にとんでもないツイ廃がいました（震え声
おなかすいて起きた
やべっちFCも遠藤さんジャージなんだな
やべっちFC、抱負の字幕違うぞ
同期の一人苦手すぎてお仕事行きたくないレベルだけど明日もお仕事なので寝よう
前々から仕事中によく寝てて夏ごろに一度指摘したことあったんだけど、金曜は度を越して寝てて、本社行く機会あったから移動中に「今日寝過ぎ」って言ったんだけど戻ってきてからも寝ててストレス溜まるのじゃよ
体調悪いなら半休でもとれよそんだけ寝るんだからせっぱつまった仕事もねえだろ、って仕事開始10分ぐらいからずっと思ってました明日は起きててくれるといいな！
せめて見えんとこで寝ろ
@layheofon がんばる　おやすむ
金曜つらかったのは結構好きな上司がお休みだったのも多分あるから明日は頑張れるぞきっと
@layheofon がんばる
@layheofon 今年入社が3人しかいないからひとくくりにされてつらいぞよ
@layheofon めるめる激おこじゃよ～ｗｗｗ　来年の新人入って半年くらい経ったらそんなことなくなるよ大変ねえって先輩方に言ってもらえたのであと1年くらい耐える、、、。
@layheofon 帰ったってすぐれいさんのほうがいなくなるんでしょう？？ｗｗ
@layheofon うむ。がんばるぞー、、、。
壁紙にみくにゃん設定したのでいつでも励ましてもらえる http://t.co/mWhoFA3CGW
午後もお仕事頑張るぞい
同期は極力視界に入れずに存在しないものとして心の平穏を保つ
グラブルイベント終わってた
ふとした瞬間に石原さん……って思うのつらいから公式に契約延長のお知らせ化もしくは考える余裕もなくなるくらいの怒涛のお仕事来てほしい
